"","model","runtime","error","warn","logLik","est","se","pvalue","tau2","scenario","replicate","param_id","measure","dat_file"
"2015","rma.uni",0.0199999999999818,NA,NA,5.22289170730114,-0.00884213525503429,0.0379895266454061,0.815954050079491,0.0284709262533526,"lnRR_tau2=0.04_null",8,1008,"lnRR","results/raw/lnRR/data/simdat_01008.rds"
"2016","glmmTMB_RE",0.420000000000016,NA,NA,5.22289170730122,-0.00884213522938206,0.0379895901055907,0.815954352533994,0.0284709228537829,"lnRR_tau2=0.04_null",8,1008,"lnRR","results/raw/lnRR/data/simdat_01008.rds"
"2017","rma.uni",0.00999999999999091,NA,NA,0.281362177765187,0.00559990290182242,0.0492555699001325,0.909482941894441,0.0481084718653845,"lnRR_tau2=0.04_null",9,1009,"lnRR","results/raw/lnRR/data/simdat_01009.rds"
"2018","glmmTMB_RE",0.330000000000041,NA,NA,0.281362177765203,0.00559990290232415,0.0492556994832523,0.909483178996657,0.0481084717954459,"lnRR_tau2=0.04_null",9,1009,"lnRR","results/raw/lnRR/data/simdat_01009.rds"
"2019","rma.uni",0.0199999999999818,NA,NA,3.77783307943566,-0.0220222487185729,0.0409947201841009,0.591131408185133,0.0331891580790399,"lnRR_tau2=0.04_null",10,1010,"lnRR","results/raw/lnRR/data/simdat_01010.rds"
"2020","glmmTMB_RE",0.370000000000005,NA,NA,3.77783307943569,-0.0220222487187095,0.0409950178899463,0.591134102607245,0.0331891580885724,"lnRR_tau2=0.04_null",10,1010,"lnRR","results/raw/lnRR/data/simdat_01010.rds"
"2021","rma.uni",0.0199999999999818,NA,NA,-1.54111230601356,0.0170459079286943,0.0542365542289401,0.753302174585665,0.0584036309749516,"lnRR_tau2=0.04_null",11,1011,"lnRR","results/raw/lnRR/data/simdat_01011.rds"
"2022","glmmTMB_RE",0.329999999999984,NA,NA,-1.54111230601355,0.0170459079281287,0.0542366658539171,0.753302665826418,0.0584036310730702,"lnRR_tau2=0.04_null",11,1011,"lnRR","results/raw/lnRR/data/simdat_01011.rds"
"2023","rma.uni",0.0100000000000477,NA,NA,3.50135854760698,-0.044713370537149,0.0416118674081836,0.282583369393606,0.0342192771432114,"lnRR_tau2=0.04_null",12,1012,"lnRR","results/raw/lnRR/data/simdat_01012.rds"
"2024","glmmTMB_RE",0.45999999999998,NA,NA,3.50135854760698,-0.0447133705407395,0.0416119798896891,0.28258467042407,0.0342192775601648,"lnRR_tau2=0.04_null",12,1012,"lnRR","results/raw/lnRR/data/simdat_01012.rds"
"2025","rma.uni",0.0300000000000296,NA,NA,-0.910162585862761,0.0298747990172443,0.0524265094325372,0.56878522809558,0.0545812668428223,"lnRR_tau2=0.04_null",13,1013,"lnRR","results/raw/lnRR/data/simdat_01013.rds"
"2026","glmmTMB_RE",0.389999999999986,NA,NA,-0.910162585862736,0.0298747990219965,0.0524266232907508,0.568786067484114,0.0545812660674383,"lnRR_tau2=0.04_null",13,1013,"lnRR","results/raw/lnRR/data/simdat_01013.rds"
"2027","rma.uni",0.0299999999999727,NA,NA,-1.18350122999437,0.0190602249987486,0.0531911228642132,0.720092853802883,0.0561813901149196,"lnRR_tau2=0.04_null",14,1014,"lnRR","results/raw/lnRR/data/simdat_01014.rds"
"2028","glmmTMB_RE",0.410000000000025,NA,NA,-1.18350122999438,0.0190602250020309,0.0531913475508076,0.720093986372706,0.0561813897249232,"lnRR_tau2=0.04_null",14,1014,"lnRR","results/raw/lnRR/data/simdat_01014.rds"
"2029","rma.uni",0.00999999999999091,NA,NA,0.928076236844477,0.0142584987336114,0.0475708078528891,0.764381501847017,0.0448499124769912,"lnRR_tau2=0.04_null",15,1015,"lnRR","results/raw/lnRR/data/simdat_01015.rds"
"2030","glmmTMB_RE",0.359999999999957,NA,NA,0.928076236844497,0.0142584987618544,0.0475711287220868,0.764383043625995,0.0448499101030157,"lnRR_tau2=0.04_null",15,1015,"lnRR","results/raw/lnRR/data/simdat_01015.rds"
"2031","rma.uni",0.00999999999999091,NA,NA,3.27377239890494,-0.0564715485712819,0.042048978434335,0.179273740889131,0.0349252503890355,"lnRR_tau2=0.04_null",16,1016,"lnRR","results/raw/lnRR/data/simdat_01016.rds"
"2032","glmmTMB_RE",0.370000000000005,NA,NA,3.27377239890497,-0.0564715485437587,0.0420492813819982,0.179276874184359,0.0349252484106951,"lnRR_tau2=0.04_null",16,1016,"lnRR","results/raw/lnRR/data/simdat_01016.rds"
"2033","rma.uni",0.00999999999999091,NA,NA,-4.33395786980697,-0.0233710513520362,0.0627701591438801,0.709649086261481,0.0783268698963971,"lnRR_tau2=0.04_null",17,1017,"lnRR","results/raw/lnRR/data/simdat_01017.rds"
"2034","glmmTMB_RE",0.339999999999975,NA,NA,-4.33395786980697,-0.023371051337802,0.062770423688579,0.709650254601747,0.0783268678995184,"lnRR_tau2=0.04_null",17,1017,"lnRR","results/raw/lnRR/data/simdat_01017.rds"
"2035","rma.uni",0.00999999999999091,NA,NA,-4.26325311341165,0.00875043832991175,0.0625676880419308,0.888774123169496,0.0778831620103626,"lnRR_tau2=0.04_null",18,1018,"lnRR","results/raw/lnRR/data/simdat_01018.rds"
"2036","glmmTMB_RE",0.329999999999984,NA,NA,-4.26325311341165,0.00875043833026448,0.0625678011787104,0.888774322978797,0.0778831619350333,"lnRR_tau2=0.04_null",18,1018,"lnRR","results/raw/lnRR/data/simdat_01018.rds"
"2037","rma.uni",0.00999999999999091,NA,NA,6.42057137577165,0.040192563793174,0.0356747200614312,0.259894753286207,0.0250764250126684,"lnRR_tau2=0.04_null",19,1019,"lnRR","results/raw/lnRR/data/simdat_01019.rds"
"2038","glmmTMB_RE",0.329999999999984,NA,NA,6.42057137577164,0.0401925637929224,0.0356748038502652,0.259895872525014,0.0250764250395361,"lnRR_tau2=0.04_null",19,1019,"lnRR","results/raw/lnRR/data/simdat_01019.rds"
"2039","rma.uni",0.0199999999999818,NA,NA,6.53771842612269,-0.0301923479429251,0.0354154593075471,0.393926160949317,0.0246729239610712,"lnRR_tau2=0.04_null",20,1020,"lnRR","results/raw/lnRR/data/simdat_01020.rds"
"2040","glmmTMB_RE",0.310000000000002,NA,NA,6.53771842612272,-0.0301923479265198,0.0354156863399622,0.39392919312242,0.0246729229080794,"lnRR_tau2=0.04_null",20,1020,"lnRR","results/raw/lnRR/data/simdat_01020.rds"
"2041","rma.uni",0.0199999999999818,NA,NA,5.49249169234884,-0.0189218663782027,0.0374787888815603,0.613651078923539,0.0276906582213453,"lnRR_tau2=0.04_null",21,1021,"lnRR","results/raw/lnRR/data/simdat_01021.rds"
"2042","glmmTMB_RE",0.319999999999993,NA,NA,5.49249169234883,-0.0189218663860897,0.0374789176232225,0.61365229692797,0.0276906589534369,"lnRR_tau2=0.04_null",21,1021,"lnRR","results/raw/lnRR/data/simdat_01021.rds"
"2043","rma.uni",0.0199999999999818,NA,NA,3.29588381533004,-0.00998567385882809,0.0419926272947658,0.812039412505283,0.0348565664308713,"lnRR_tau2=0.04_null",22,1022,"lnRR","results/raw/lnRR/data/simdat_01022.rds"
"2044","glmmTMB_RE",0.319999999999993,NA,NA,3.29588381533011,-0.0099856738171253,0.0419928749726628,0.812040501145834,0.0348565631278773,"lnRR_tau2=0.04_null",22,1022,"lnRR","results/raw/lnRR/data/simdat_01022.rds"
"2045","rma.uni",0.0199999999999818,NA,NA,1.56291549510021,0.00908043852022877,0.0460530761481094,0.843691898121103,0.0420011562859027,"lnRR_tau2=0.04_null",23,1023,"lnRR","results/raw/lnRR/data/simdat_01023.rds"
"2046","glmmTMB_RE",0.420000000000016,NA,NA,1.56291549510028,0.00908043852023617,0.046053420211225,0.843693050837259,0.0420011562853313,"lnRR_tau2=0.04_null",23,1023,"lnRR","results/raw/lnRR/data/simdat_01023.rds"
"2047","rma.uni",0.00999999999999091,NA,NA,16.9451055602569,0.0391794042813617,0.0205083604725947,0.05608027272118,0.00801016050494535,"lnRR_tau2=0.04_null",24,1024,"lnRR","results/raw/lnRR/data/simdat_01024.rds"
"2048","glmmTMB_RE",0.370000000000005,NA,NA,16.9451055602569,0.0391794042796682,0.0205084105187872,0.0560808725116005,0.00801016060696439,"lnRR_tau2=0.04_null",24,1024,"lnRR","results/raw/lnRR/data/simdat_01024.rds"
"2049","rma.uni",0.0300000000000296,NA,NA,1.87086825120861,-0.0387090372401698,0.0453427615566826,0.393272191216677,0.0407047603246197,"lnRR_tau2=0.04_null",25,1025,"lnRR","results/raw/lnRR/data/simdat_01025.rds"
"2050","glmmTMB_RE",0.370000000000005,NA,NA,1.87086825120865,-0.03870903724824,0.0453429002005792,0.393273637820893,0.0407047612854575,"lnRR_tau2=0.04_null",25,1025,"lnRR","results/raw/lnRR/data/simdat_01025.rds"
"2051","rma.uni",0.00999999999999091,NA,NA,4.00847007346396,0.0563960996606143,0.0404796710741232,0.163560649732915,0.0323798291171589,"lnRR_tau2=0.04_null",26,1026,"lnRR","results/raw/lnRR/data/simdat_01026.rds"
"2052","glmmTMB_RE",0.439999999999998,NA,NA,4.00847007346396,0.0563960996612908,0.0404797633586354,0.163561609929595,0.0323798290339113,"lnRR_tau2=0.04_null",26,1026,"lnRR","results/raw/lnRR/data/simdat_01026.rds"
"2053","rma.uni",0.0199999999999818,NA,NA,3.6094892499206,-0.0334788641863869,0.0413641194236486,0.41830253575961,0.0337954350097206,"lnRR_tau2=0.04_null",27,1027,"lnRR","results/raw/lnRR/data/simdat_01027.rds"
"2054","glmmTMB_RE",0.349999999999966,NA,NA,3.60948924992059,-0.0334788641876338,0.0413642440276942,0.418303937735179,0.0337954351460445,"lnRR_tau2=0.04_null",27,1027,"lnRR","results/raw/lnRR/data/simdat_01027.rds"
"2055","rma.uni",0.00999999999999091,NA,NA,1.38142540874637,-3.00169953572071e-05,0.0464672518280425,0.999484581193221,0.0427582282157244,"lnRR_tau2=0.04_null",28,1028,"lnRR","results/raw/lnRR/data/simdat_01028.rds"
"2056","glmmTMB_RE",0.310000000000002,NA,NA,1.3814254087464,-3.00169919678681e-05,0.0464674761942285,0.999484583740096,0.0427582278865668,"lnRR_tau2=0.04_null",28,1028,"lnRR","results/raw/lnRR/data/simdat_01028.rds"
"2057","rma.uni",0.0199999999999818,NA,NA,-1.00322331760116,0.00290804281379707,0.0526690359475301,0.95596835880943,0.0550494954468089,"lnRR_tau2=0.04_null",29,1029,"lnRR","results/raw/lnRR/data/simdat_01029.rds"
"2058","glmmTMB_RE",0.310000000000002,NA,NA,-1.00322331760117,0.00290804283371681,0.0526692536584586,0.955968540330188,0.0550494930810072,"lnRR_tau2=0.04_null",29,1029,"lnRR","results/raw/lnRR/data/simdat_01029.rds"
"2059","rma.uni",0,NA,NA,-3.17600888078597,-0.000731684379178844,0.0590597288179064,0.990115350213802,0.0693483544502948,"lnRR_tau2=0.04_null",30,1030,"lnRR","results/raw/lnRR/data/simdat_01030.rds"
"2060","glmmTMB_RE",0.300000000000011,NA,NA,-3.17600888078599,-0.00073168436734667,0.0590599516564127,0.990115387667403,0.0693483527998332,"lnRR_tau2=0.04_null",30,1030,"lnRR","results/raw/lnRR/data/simdat_01030.rds"
"2061","rma.uni",0.0199999999999818,NA,NA,10.6621132648596,0.0390379002877351,0.0285344415448801,0.171281535614428,0.0158916682048221,"lnRR_tau2=0.04_null",31,1031,"lnRR","results/raw/lnRR/data/simdat_01031.rds"
"2062","glmmTMB_RE",0.360000000000014,NA,NA,10.6621132648596,0.0390379002876428,0.0285346533234972,0.17128471349276,0.015891668209255,"lnRR_tau2=0.04_null",31,1031,"lnRR","results/raw/lnRR/data/simdat_01031.rds"
"2063","rma.uni",0.00999999999999091,NA,NA,-4.95644942798825,-0.0221367664169507,0.0649229428399702,0.733126275428194,0.0838796817038681,"lnRR_tau2=0.04_null",32,1032,"lnRR","results/raw/lnRR/data/simdat_01032.rds"
"2064","glmmTMB_RE",0.330000000000041,NA,NA,-4.95644942798823,-0.0221367664171558,0.0649230151720079,0.733126561410292,0.0838796817617184,"lnRR_tau2=0.04_null",32,1032,"lnRR","results/raw/lnRR/data/simdat_01032.rds"
"2065","rma.uni",0.0200000000000387,NA,NA,-0.728115029955065,0.0812616102120226,0.0519420283265846,0.117707842128704,0.0535674292663516,"lnRR_tau2=0.04_null",33,1033,"lnRR","results/raw/lnRR/data/simdat_01033.rds"
"2066","glmmTMB_RE",0.339999999999975,NA,NA,-0.728115029955035,0.0812616102127519,0.0519421857122045,0.117708954554906,0.0535674291664428,"lnRR_tau2=0.04_null",33,1033,"lnRR","results/raw/lnRR/data/simdat_01033.rds"
"2067","rma.uni",0.0199999999999818,NA,NA,2.26375667784356,0.021366534611964,0.0443685623085384,0.630111985401194,0.0389673192462868,"lnRR_tau2=0.04_null",34,1034,"lnRR","results/raw/lnRR/data/simdat_01034.rds"
"2068","glmmTMB_RE",0.340000000000032,NA,NA,2.26375667784354,0.0213665346146059,0.0443688681458334,0.630114343951058,0.0389673190412975,"lnRR_tau2=0.04_null",34,1034,"lnRR","results/raw/lnRR/data/simdat_01034.rds"
"2069","rma.uni",0.0100000000000477,NA,NA,0.99756098803917,0.0225691460037413,0.0474583104291438,0.634389801574679,0.0446463482699681,"lnRR_tau2=0.04_null",35,1035,"lnRR","results/raw/lnRR/data/simdat_01035.rds"
"2070","glmmTMB_RE",0.310000000000002,NA,NA,0.997560988039197,0.0225691460035365,0.0474583690403095,0.634390220083714,0.0446463483100899,"lnRR_tau2=0.04_null",35,1035,"lnRR","results/raw/lnRR/data/simdat_01035.rds"
"2071","rma.uni",0.0299999999999727,NA,NA,2.68280347775192,0.0406767680602708,0.0433874395333464,0.348489058291967,0.0372632688717245,"lnRR_tau2=0.04_null",36,1036,"lnRR","results/raw/lnRR/data/simdat_01036.rds"
"2072","glmmTMB_RE",0.360000000000014,NA,NA,2.68280347775191,0.0406767680713543,0.0433876587777374,0.348491493860983,0.0372632678899824,"lnRR_tau2=0.04_null",36,1036,"lnRR","results/raw/lnRR/data/simdat_01036.rds"
"2073","rma.uni",0.00999999999999091,NA,NA,6.75854914375573,0.0364335738841141,0.0350566896940013,0.298676424586638,0.0241929172871126,"lnRR_tau2=0.04_null",37,1037,"lnRR","results/raw/lnRR/data/simdat_01037.rds"
"2074","glmmTMB_RE",0.390000000000043,NA,NA,6.75854914375574,0.0364335738799131,0.0350568816571823,0.298679070566187,0.0241929175757035,"lnRR_tau2=0.04_null",37,1037,"lnRR","results/raw/lnRR/data/simdat_01037.rds"
"2075","rma.uni",0.0100000000000477,NA,NA,5.39086819320065,0.0112906903553836,0.0376716262806944,0.764395793537931,0.0279916088571626,"lnRR_tau2=0.04_null",38,1038,"lnRR","results/raw/lnRR/data/simdat_01038.rds"
"2076","glmmTMB_RE",0.519999999999982,NA,NA,5.3908681932006,0.0112906903512189,0.037671902578977,0.764397470498607,0.0279916091227735,"lnRR_tau2=0.04_null",38,1038,"lnRR","results/raw/lnRR/data/simdat_01038.rds"
"2077","rma.uni",0.0299999999999727,NA,NA,6.92298386235329,-0.140158401011688,0.0347459847706647,5.48817141919826e-05,0.0236693500220765,"lnRR_tau2=0.04_null",39,1039,"lnRR","results/raw/lnRR/data/simdat_01039.rds"
"2078","glmmTMB_RE",0.5,NA,NA,6.9229838623533,-0.14015840101254,0.0347462253956715,5.48882423226124e-05,0.0236693500736693,"lnRR_tau2=0.04_null",39,1039,"lnRR","results/raw/lnRR/data/simdat_01039.rds"
"2079","rma.uni",0.0100000000000477,NA,NA,3.81486741935817,0.0524319890083766,0.0408804683183997,0.199643394179854,0.0330377470229358,"lnRR_tau2=0.04_null",40,1040,"lnRR","results/raw/lnRR/data/simdat_01040.rds"
"2080","glmmTMB_RE",0.349999999999966,NA,NA,3.81486741935817,0.0524319890125013,0.0408806056465156,0.199644904435858,0.0330377466006289,"lnRR_tau2=0.04_null",40,1040,"lnRR","results/raw/lnRR/data/simdat_01040.rds"
"2081","rma.uni",0.0199999999999818,NA,NA,4.0100521067902,-0.0408642926651431,0.0405136969376058,0.313140716057409,0.032406450456642,"lnRR_tau2=0.04_null",41,1041,"lnRR","results/raw/lnRR/data/simdat_01041.rds"
"2082","glmmTMB_RE",0.370000000000005,NA,NA,4.01005210679023,-0.0408642926728415,0.0405138773710744,0.313142871102155,0.032406451134746,"lnRR_tau2=0.04_null",41,1041,"lnRR","results/raw/lnRR/data/simdat_01041.rds"
"2083","rma.uni",0.00999999999999091,NA,NA,4.29307933120105,0.110371356172109,0.0398885560410332,0.00565759663372498,0.0314588292130995,"lnRR_tau2=0.04_null",42,1042,"lnRR","results/raw/lnRR/data/simdat_01042.rds"
"2084","glmmTMB_RE",0.449999999999989,NA,NA,4.29307933120111,0.110371356194368,0.0398886951707375,0.00565776411459122,0.0314588270420266,"lnRR_tau2=0.04_null",42,1042,"lnRR","results/raw/lnRR/data/simdat_01042.rds"
"2085","rma.uni",0.0199999999999818,NA,NA,6.23162304477066,-0.0132652279021358,0.0359946171293374,0.712475353289242,0.0255075464246977,"lnRR_tau2=0.04_null",43,1043,"lnRR","results/raw/lnRR/data/simdat_01043.rds"
"2086","glmmTMB_RE",0.449999999999989,NA,NA,6.23162304477068,-0.0132652278904415,0.0359948714080857,0.712477294393041,0.0255075456976659,"lnRR_tau2=0.04_null",43,1043,"lnRR","results/raw/lnRR/data/simdat_01043.rds"
"2087","rma.uni",0.0200000000000387,NA,NA,5.26873333683715,-0.0480071286247089,0.0379075378759697,0.205360257454794,0.0283152699535212,"lnRR_tau2=0.04_null",44,1044,"lnRR","results/raw/lnRR/data/simdat_01044.rds"
"2088","glmmTMB_RE",0.409999999999968,NA,NA,5.26873333683718,-0.0480071286258674,0.037907836111576,0.205363822649708,0.0283152700253191,"lnRR_tau2=0.04_null",44,1044,"lnRR","results/raw/lnRR/data/simdat_01044.rds"
"2089","rma.uni",0.0200000000000387,NA,NA,0.852275719950239,0.0636878107392521,0.0477932223026813,0.182672979682576,0.045285556229319,"lnRR_tau2=0.04_null",45,1045,"lnRR","results/raw/lnRR/data/simdat_01045.rds"
"2090","glmmTMB_RE",0.449999999999989,NA,NA,0.852275719950264,0.0636878107273055,0.0477934010490466,0.182674616216332,0.0452855575876813,"lnRR_tau2=0.04_null",45,1045,"lnRR","results/raw/lnRR/data/simdat_01045.rds"
"2091","rma.uni",0.0500000000000114,NA,NA,-3.41467161545263,-0.0135811694576379,0.0598306267048735,0.820428717297318,0.0711714667110444,"lnRR_tau2=0.04_null",46,1046,"lnRR","results/raw/lnRR/data/simdat_01046.rds"
"2092","glmmTMB_RE",0.420000000000016,NA,NA,-3.41467161545261,-0.0135811694570032,0.0598307430198316,0.820429060449339,0.0711714665860277,"lnRR_tau2=0.04_null",46,1046,"lnRR","results/raw/lnRR/data/simdat_01046.rds"
"2093","rma.uni",0.0199999999999818,NA,NA,-2.87859781690817,-0.0114964281571675,0.0580517553292299,0.843015674619293,0.0669695086170816,"lnRR_tau2=0.04_null",47,1047,"lnRR","results/raw/lnRR/data/simdat_01047.rds"
"2094","glmmTMB_RE",0.560000000000002,NA,NA,-2.87859781690558,-0.0114964276953861,0.0580520872726244,0.843016566810024,0.0669694585464795,"lnRR_tau2=0.04_null",47,1047,"lnRR","results/raw/lnRR/data/simdat_01047.rds"
"2095","rma.uni",0.0199999999999818,NA,NA,-3.74561822670277,-0.0387738620451908,0.0609106148921209,0.524405057892439,0.0737511098832321,"lnRR_tau2=0.04_null",48,1048,"lnRR","results/raw/lnRR/data/simdat_01048.rds"
"2096","glmmTMB_RE",0.420000000000016,NA,NA,-3.74561822670276,-0.0387738620453567,0.0609108209358859,0.524406460894297,0.0737511099084333,"lnRR_tau2=0.04_null",48,1048,"lnRR","results/raw/lnRR/data/simdat_01048.rds"
"2097","rma.uni",0.0300000000000296,NA,NA,-1.7060318110952,0.0202101627112682,0.0547045122887067,0.711798048160565,0.0594605598946892,"lnRR_tau2=0.04_null",49,1049,"lnRR","results/raw/lnRR/data/simdat_01049.rds"
"2098","glmmTMB_RE",0.5,NA,NA,-1.70603181109521,0.0202101627165786,0.0547045572782552,0.71179827451978,0.0594605584357794,"lnRR_tau2=0.04_null",49,1049,"lnRR","results/raw/lnRR/data/simdat_01049.rds"
"2099","rma.uni",0.0199999999999818,NA,NA,-4.30731552026449,0.0294256594198866,0.06273377101103,0.639029520508387,0.0783006436856975,"lnRR_tau2=0.04_null",50,1050,"lnRR","results/raw/lnRR/data/simdat_01050.rds"
"2100","glmmTMB_RE",0.430000000000007,NA,NA,-4.3073155202645,0.0294256594198709,0.0627338704559434,0.639030051967952,0.0783006436892995,"lnRR_tau2=0.04_null",50,1050,"lnRR","results/raw/lnRR/data/simdat_01050.rds"
"2101","rma.uni",0.0300000000000296,NA,NA,1.54227224270811,-0.072333747039395,0.046093907923878,0.116585240864521,0.0420624984042079,"lnRR_tau2=0.04_null",51,1051,"lnRR","results/raw/lnRR/data/simdat_01051.rds"
"2102","glmmTMB_RE",0.609999999999957,NA,NA,1.54227224270812,-0.0723337470387439,0.0460943067704926,0.11658840352943,0.0420624983573704,"lnRR_tau2=0.04_null",51,1051,"lnRR","results/raw/lnRR/data/simdat_01051.rds"
"2103","rma.uni",0.0500000000000114,NA,NA,1.98850258679367,0.00237453932783706,0.0449855586356498,0.957903627289442,0.0400482249738324,"lnRR_tau2=0.04_null",52,1052,"lnRR","results/raw/lnRR/data/simdat_01052.rds"
"2104","glmmTMB_RE",0.720000000000027,NA,NA,1.9885025867937,0.00237453936356753,0.0449857535190933,0.957903808853604,0.0400482214403819,"lnRR_tau2=0.04_null",52,1052,"lnRR","results/raw/lnRR/data/simdat_01052.rds"
"2105","rma.uni",0.0400000000000205,NA,NA,5.73255725326576,-0.0413817264096472,0.0369712631575832,0.263014580273006,0.0269013166551969,"lnRR_tau2=0.04_null",53,1053,"lnRR","results/raw/lnRR/data/simdat_01053.rds"
"2106","glmmTMB_RE",0.639999999999986,NA,NA,5.73255725326577,-0.0413817264172139,0.0369715020966399,0.263017665218672,0.0269013171607221,"lnRR_tau2=0.04_null",53,1053,"lnRR","results/raw/lnRR/data/simdat_01053.rds"
"2107","rma.uni",0.0500000000000114,NA,NA,-1.24075901517655,-0.00160220672555987,0.0533453637942975,0.976039457871504,0.0564927922469162,"lnRR_tau2=0.04_null",54,1054,"lnRR","results/raw/lnRR/data/simdat_01054.rds"
"2108","glmmTMB_RE",0.569999999999993,NA,NA,-1.24075901517654,-0.00160220671839813,0.0533456106623779,0.976039568827706,0.0564927914316653,"lnRR_tau2=0.04_null",54,1054,"lnRR","results/raw/lnRR/data/simdat_01054.rds"
"2109","rma.uni",0.0299999999999727,NA,NA,1.07451150734249,-0.00525547982848441,0.0472528700771397,0.911441630218837,0.0442390051939264,"lnRR_tau2=0.04_null",55,1055,"lnRR","results/raw/lnRR/data/simdat_01055.rds"
"2110","glmmTMB_RE",1.16000000000003,NA,NA,1.07451150734251,-0.0052554798150756,0.0472530253137857,0.911441920180067,0.0442390035941929,"lnRR_tau2=0.04_null",55,1055,"lnRR","results/raw/lnRR/data/simdat_01055.rds"
"2111","rma.uni",0.0400000000000205,NA,NA,4.42254283435784,0.0439057541493762,0.0395179771061349,0.266554390269796,0.0308374823601901,"lnRR_tau2=0.04_null",56,1056,"lnRR","results/raw/lnRR/data/simdat_01056.rds"
"2112","glmmTMB_RE",0.629999999999995,NA,NA,4.42254283436343,0.0439057546488703,0.0395182376949643,0.266557538248849,0.0308374482892326,"lnRR_tau2=0.04_null",56,1056,"lnRR","results/raw/lnRR/data/simdat_01056.rds"
"2113","rma.uni",0.0300000000000296,NA,NA,5.63148620470533,-0.013654802103953,0.037130497668237,0.713058417564346,0.027129573977003,"lnRR_tau2=0.04_null",57,1057,"lnRR","results/raw/lnRR/data/simdat_01057.rds"
"2114","glmmTMB_RE",0.589999999999975,NA,NA,5.63148620470542,-0.0136548020441333,0.0371307887385624,0.713060568532859,0.0271295703430568,"lnRR_tau2=0.04_null",57,1057,"lnRR","results/raw/lnRR/data/simdat_01057.rds"
"2115","rma.uni",0.0300000000000296,NA,NA,2.67422746554129,-0.00567622167793267,0.0434528407140978,0.896068426506136,0.0373566242547799,"lnRR_tau2=0.04_null",58,1058,"lnRR","results/raw/lnRR/data/simdat_01058.rds"
"2116","glmmTMB_RE",0.479999999999961,NA,NA,2.67422746554129,-0.00567622167864772,0.0434529978621776,0.896068800229322,0.0373566243297079,"lnRR_tau2=0.04_null",58,1058,"lnRR","results/raw/lnRR/data/simdat_01058.rds"
"2117","rma.uni",0.0199999999999818,NA,NA,8.09633741376137,-0.0401859170646945,0.0326445820659342,0.218317862849288,0.0208664451130498,"lnRR_tau2=0.04_null",59,1059,"lnRR","results/raw/lnRR/data/simdat_01059.rds"
"2118","glmmTMB_RE",0.54000000000002,NA,NA,8.09633741376137,-0.0401859170640129,0.0326449988728303,0.218323741291307,0.0208664450844598,"lnRR_tau2=0.04_null",59,1059,"lnRR","results/raw/lnRR/data/simdat_01059.rds"
"2119","rma.uni",0.0199999999999818,NA,NA,1.02066937783706,0.0265265159119764,0.0473795278089794,0.575566101840807,0.0444983966758401,"lnRR_tau2=0.04_null",60,1060,"lnRR","results/raw/lnRR/data/simdat_01060.rds"
"2120","glmmTMB_RE",0.560000000000002,NA,NA,1.02066937783707,0.0265265159067072,0.0473796819538447,0.575567344427577,0.0444983973118629,"lnRR_tau2=0.04_null",60,1060,"lnRR","results/raw/lnRR/data/simdat_01060.rds"
"2121","rma.uni",0.0199999999999818,NA,NA,2.78094216709612,0.018463592792015,0.0431333801240905,0.668608820280759,0.0368061292114252,"lnRR_tau2=0.04_null",61,1061,"lnRR","results/raw/lnRR/data/simdat_01061.rds"
"2122","glmmTMB_RE",0.730000000000018,NA,NA,2.78094216709629,0.0184635928809668,0.043133637770228,0.668610680274355,0.0368061220450489,"lnRR_tau2=0.04_null",61,1061,"lnRR","results/raw/lnRR/data/simdat_01061.rds"
"2123","rma.uni",0.0399999999999636,NA,NA,10.84156121294,0.0625685818870223,0.0282853562132594,0.0269633088363933,0.0156320094183038,"lnRR_tau2=0.04_null",62,1062,"lnRR","results/raw/lnRR/data/simdat_01062.rds"
"2124","glmmTMB_RE",0.699999999999989,NA,NA,10.8415612129399,0.0625685818788115,0.0282854377415569,0.0269637493578549,0.0156320100470629,"lnRR_tau2=0.04_null",62,1062,"lnRR","results/raw/lnRR/data/simdat_01062.rds"
"2125","rma.uni",0.0299999999999727,NA,NA,0.254838134239934,0.03699761512686,0.0493023856746706,0.453000337518502,0.0482234214418126,"lnRR_tau2=0.04_null",63,1063,"lnRR","results/raw/lnRR/data/simdat_01063.rds"
"2126","glmmTMB_RE",0.970000000000027,NA,NA,0.254838134239954,0.0369976151340899,0.0493024775491966,0.453001179386416,0.0482234202459189,"lnRR_tau2=0.04_null",63,1063,"lnRR","results/raw/lnRR/data/simdat_01063.rds"
"2127","rma.uni",0.0400000000000205,NA,NA,3.01485279834748,-0.0155638241408827,0.0426632360799648,0.715255882321651,0.0359907316207532,"lnRR_tau2=0.04_null",64,1064,"lnRR","results/raw/lnRR/data/simdat_01064.rds"
"2128","glmmTMB_RE",0.810000000000002,NA,NA,3.01485279834747,-0.0155638241409579,0.042663345673115,0.715256581892284,0.0359907316299471,"lnRR_tau2=0.04_null",64,1064,"lnRR","results/raw/lnRR/data/simdat_01064.rds"
"2129","rma.uni",0.0300000000000296,NA,NA,-3.68369949588273,0.0356530034592049,0.0607118432827505,0.557036109468426,0.073305557029291,"lnRR_tau2=0.04_null",65,1065,"lnRR","results/raw/lnRR/data/simdat_01065.rds"
"2130","glmmTMB_RE",0.669999999999959,NA,NA,-3.68369949588272,0.0356530034591118,0.0607119131310873,0.557036563159405,0.0733055570534408,"lnRR_tau2=0.04_null",65,1065,"lnRR","results/raw/lnRR/data/simdat_01065.rds"
